ID,Revenu,Souscription_web,Residence,Anciennete_proprietaire,Anciennete_emploi,Nombre_cartes,Passif_carte,Nombre_prets_accordes
101872,49600,Oui,Propriétaire,5,9,2,3366,1
101873,48599,Oui,Location,16,25,1,1363,1
101874,43677,Oui,Propriétaire,16,9,1,740,0
101875,45993,Non,Propriétaire,6,7,2,311,0
101876,52887,Oui,Location,10,9,2,1339,0
101877,44671,Oui,Location,16,9,2,3971,1
101878,50199,Oui,Propriétaire,5,12,1,1230,0
101879,54671,Oui,Location,25,28,2,3612,0
101880,53180,Oui,Propriétaire,9,31,2,11860,0
101881,43120,Oui,Locataire gratuit,4,10,1,801,1
101882,44039,Oui,Propriétaire,17,6,2,109,1
101883,43293,Non,Location,16,7,1,2207,1
101884,44534,Non,Propriétaire,9,13,2,805,0
101885,43739,Non,Propriétaire,3,7,1,2247,1
101886,43648,Non,Propriétaire,14,12,1,2496,1
101887,45283,Non,Locataire gratuit,15,3,1,1460,1
101888,59276,Oui,Propriétaire,20,21,2,8000,1
101889,49850,Oui,Propriétaire,5,1,2,1265,1
101890,47568,Oui,Location,5,11,2,2391,1
101891,50833,Oui,Locataire gratuit,21,16,1,760,1
101892,50631,Oui,Propriétaire,26,21,2,2132,0
101893,57520,Oui,Propriétaire,25,19,1,890,0
101894,59179,Oui,Propriétaire,29,5,1,5780,1
101895,59692,Non,Propriétaire,11,3,1,469,0
101896,56470,Oui,Location,31,15,2,390,0
101897,51859,Oui,Location,19,2,2,369,1
101898,54777,Oui,Locataire gratuit,26,17,2,2814,1
101899,44597,Oui,Propriétaire,10,12,2,468,0
101900,44728,Oui,Location,2,7,2,847,0
101901,45584,Non,Location,2,19,1,1256,0
101902,44582,Non,Propriétaire,1,13,1,1581,1
101903,44270,Oui,Propriétaire,3,22,2,962,1
101904,45549,Non,Propriétaire,2,21,1,5791,0
101905,45712,Oui,Propriétaire,14,15,2,2216,0
101906,45654,Oui,Location,6,18,2,5471,0
101907,44898,Non,Propriétaire,4,22,1,527,0
101908,48414,Non,Location,9,0,2,232,0
101909,53307,Oui,Propriétaire,8,27,2,1984,1
101910,58878,Non,Location,18,9,1,1680,0
101911,43977,Oui,Locataire gratuit,14,12,1,4763,1
101912,51561,Non,Locataire gratuit,17,5,2,3010,0
101913,58785,Non,Location,31,16,2,1111,0
101914,55140,Non,Propriétaire,20,13,2,5095,0
101915,46501,Oui,Location,5,5,2,327,1
101916,70000,Oui,Location,12,25,1,12164,0
101917,45368,Non,Propriétaire,4,2,2,711,1
101918,43651,Oui,Location,4,11,2,527,1
101919,71000,Oui,Location,24,10,1,563,1
101920,72000,Non,Location,21,0,1,83,1
101921,73000,Oui,Location,1,6,1,104,0
101922,74000,Oui,Location,9,4,2,1038,1
101923,45217,Non,Propriétaire,17,8,2,445,1
101924,45240,Non,Location,12,5,2,1320,1
101925,75000,Oui,Location,12,9,1,1192,1
101926,76000,Oui,Location,18,10,1,2518,0
101927,45390,Oui,Propriétaire,3,2,2,154,0
101928,77000,Non,Location,12,5,2,608,1
101929,57598,Oui,Locataire gratuit,25,16,1,2171,1
101930,78000,Non,Location,5,2,1,382,0
101931,57623,Oui,Propriétaire,1,10,1,4133,1
101932,79000,Non,Location,0,10,1,679,1
101933,80000,Oui,Location,23,22,1,3450,0
101934,49789,Oui,Propriétaire,2,4,2,44,0
101935,81000,Oui,Location,12,7,2,1358,1
101936,82000,Non,Location,2,3,1,461,1
101937,44005,Oui,Propriétaire,16,8,2,25,1
101938,83000,Oui,Location,15,19,2,7995,1
101939,43185,Non,Propriétaire,0,8,1,20,0
101940,84000,Oui,Locataire gratuit,11,17,1,2134,1
101941,85000,Oui,Propriétaire,13,3,2,341,1
101942,45194,Non,Propriétaire,15,10,2,1678,1
101943,43876,Oui,Propriétaire,13,0,2,98,1
101944,86000,Oui,Propriétaire,20,16,2,1299,1
101945,87000,Non,Locataire gratuit,11,23,1,544,1
101946,88000,Oui,Propriétaire,0,17,2,2031,1
101947,53660,Oui,Propriétaire,23,17,1,380,1
101948,59944,Oui,Propriétaire,20,11,2,3894,0
101949,54451,Oui,Propriétaire,14,30,1,3312,1
101950,89000,Non,Autre,11,7,1,1562,1
101951,90000,Non,Autre,8,15,1,2003,0
101952,43794,Oui,Propriétaire,9,6,2,1430,0
101953,91000,Non,Location,15,1,1,1147,0
101954,45452,Oui,Propriétaire,12,24,1,5490,1
101955,44787,Oui,Propriétaire,9,4,2,982,0
101956,51498,Oui,Propriétaire,26,9,1,589,1
101957,92000,Oui,Location,21,27,2,684,1
101958,93000,Oui,Location,15,3,1,88,1
101959,52772,Oui,Propriétaire,23,9,2,1348,1
101960,58529,Oui,Propriétaire,0,9,1,1108,0
101961,53983,Oui,Propriétaire,1,9,2,2117,0
101962,94000,Oui,Location,9,20,2,3195,1
101963,95000,Non,Location,2,20,1,452,0
101964,96000,Non,Location,9,22,1,823,1
101965,43823,Non,Propriétaire,14,1,2,2245,1
101966,43151,Non,Propriétaire,6,9,1,681,1
101967,97000,Oui,Location,5,5,1,1250,0
101968,44230,Oui,Propriétaire,9,22,2,3106,0
101969,98000,Oui,Location,5,23,1,466,0
101970,99000,Oui,Location,21,17,2,490,1
101971,53842,Oui,Propriétaire,25,13,2,3115,0
101972,58381,Oui,Location,16,12,1,829,0
101973,51385,Oui,Propriétaire,14,10,1,777,0
101974,100000,Oui,Location,1,14,2,1001,1
101975,49866,Non,Propriétaire,10,24,1,2493,0
101976,48607,Oui,Propriétaire,19,23,2,985,1
101977,43593,Oui,Propriétaire,13,0,1,2315,0
101978,44202,Oui,Propriétaire,8,0,2,748,0
101979,45715,Oui,Propriétaire,8,14,2,772,1
101980,44974,Oui,Locataire gratuit,14,18,2,2772,0
101981,52725,Oui,Location,26,9,2,12,0
101982,101000,Oui,Locataire gratuit,17,5,2,1171,0
101983,43650,Oui,Locataire gratuit,8,12,1,267,0
101984,102000,Non,Propriétaire,16,15,2,116,0
101985,51383,Non,Propriétaire,19,12,2,1119,1
101986,103000,Oui,Logement social,0,15,2,397,0
101987,104000,Oui,Location,19,8,1,732,0
101988,105000,Oui,Propriétaire,8,0,2,888,1
101989,106000,Non,Propriétaire,10,13,1,59,0
101990,55554,Oui,Locataire gratuit,27,0,1,708,0
101991,43908,Non,Locataire gratuit,18,15,1,4242,0
101992,107000,Oui,Propriétaire,25,16,2,1555,1
101993,108000,Oui,Propriétaire,13,5,2,375,0
101994,44193,Oui,Locataire gratuit,18,3,1,260,0
101995,45115,Oui,Location,11,13,2,5189,1
101996,58505,Oui,Propriétaire,11,9,2,668,0
101997,109000,Non,Locataire gratuit,19,0,1,25,1
101998,49008,Oui,Location,10,16,2,216,0
101999,54013,Oui,Location,9,4,1,996,0
102000,110000,Oui,Propriétaire,19,6,2,1655,1
102001,54603,Non,Propriétaire,8,30,2,1562,1
102002,48511,Non,Propriétaire,21,25,1,793,0
102003,111000,Oui,Propriétaire,7,6,1,495,1
102004,44997,Non,Locataire gratuit,6,18,1,1238,1
102005,112000,Non,Location,4,10,2,154,1
102006,43482,Oui,Propriétaire,4,1,1,361,1
102007,43989,Oui,Propriétaire,8,10,1,30,1
102008,56891,Non,Propriétaire,26,1,1,1543,1
102009,113000,Oui,Location,17,13,1,6156,0
102010,114000,Oui,Location,1,15,1,1844,1
102011,115000,Oui,Location,14,15,2,1292,1
102012,56486,Oui,Propriétaire,5,11,1,696,1
102013,49007,Non,Autre,14,18,1,13360,0
102014,116000,Oui,Location,16,15,1,860,1
102015,44202,Non,Propriétaire,1,23,2,2611,0
102016,43890,Oui,Propriétaire,19,18,2,505,1
102017,53201,Non,Propriétaire,18,29,1,17134,0
102018,54673,Oui,Propriétaire,15,22,2,3086,1
102019,117000,Non,Location,25,19,1,331,1
102020,118000,Oui,Location,21,8,2,71,1
102021,47026,Non,Location,23,18,2,1368,0
102022,46645,Non,Propriétaire,19,4,1,884,0
102023,45970,Non,Propriétaire,11,7,1,579,0
102024,119000,Non,Location,17,7,1,3865,0
102025,45659,Oui,Locataire gratuit,12,17,1,9466,1
102026,43761,Non,Propriétaire,10,6,1,1418,0
102027,46785,Oui,Location,14,4,1,1227,1
102028,120000,Oui,Propriétaire,21,26,1,3819,0
102029,121000,Non,Propriétaire,11,3,2,1169,0
102030,47734,Oui,Logement social,23,6,2,2631,1
102031,122000,Oui,Location,1,11,2,453,0
102032,44095,Oui,Location,13,4,1,368,0
102033,123000,Non,Propriétaire,2,13,2,804,1
102034,124000,Oui,Propriétaire,1,19,1,1878,0
102035,43408,Oui,Propriétaire,10,4,2,1106,0
102036,57004,Oui,Location,14,31,1,3561,0
102037,45159,Non,Propriétaire,6,12,1,2310,0
102038,48931,Oui,Propriétaire,11,19,2,652,0
102039,45081,Non,Propriétaire,14,15,2,713,1
102040,125000,Oui,Propriétaire,4,16,1,3467,1
102041,43707,Oui,Propriétaire,8,9,1,1131,0
102042,45721,Oui,Autre,3,14,1,294,1
102043,126000,Non,Propriétaire,23,0,2,2219,0
102044,45750,Oui,Locataire gratuit,13,13,1,1930,1
102045,44477,Non,Location,19,15,1,351,0
102046,127000,Non,Location,3,5,1,6805,0
102047,55390,Non,Autre,23,3,1,812,0
102048,128000,Oui,Location,10,8,1,237,1
102049,129000,Oui,Location,17,0,2,274,0
102050,130000,Non,Location,18,16,2,2527,1
102051,45537,Oui,Location,22,21,2,2698,1
102052,44892,Oui,Location,12,2,2,3337,0
102053,43677,Oui,Logement social,16,9,1,740,0
102054,52887,Oui,Location,10,9,2,1339,0
102055,44671,Oui,Location,16,9,2,3971,1
102056,44039,Oui,Location,17,6,2,109,1
102057,49850,Oui,Autre,5,1,2,1265,1
102058,50631,Oui,Location,26,21,2,2132,0
102059,56470,Oui,Location,31,15,2,390,0
102060,54777,Oui,Locataire gratuit,26,17,2,2814,1
102061,44597,Oui,Propriétaire,10,12,2,468,0
102062,44270,Oui,Propriétaire,3,22,2,962,1
102063,45712,Oui,Propriétaire,14,15,2,2216,0
102064,53307,Oui,Propriétaire,8,27,2,1984,1
102065,43977,Oui,Locataire gratuit,14,12,1,4763,1
102066,58785,Non,Location,31,16,2,1111,0
102067,55140,Non,Propriétaire,20,13,2,5095,0
102068,46501,Oui,Location,5,5,2,327,1
102069,45368,Non,Propriétaire,4,2,2,711,1
102070,43651,Oui,Location,4,11,2,527,1
102071,46119,Oui,Location,1,6,1,104,0
102072,45217,Non,Propriétaire,17,8,2,445,1
102073,44682,Oui,Location,12,9,1,1192,1
102074,45390,Oui,Propriétaire,3,2,2,154,0
102075,57388,Oui,Location,23,22,1,3450,0
102076,49789,Oui,Propriétaire,2,4,2,44,0
102077,47623,Oui,Propriétaire,12,7,2,1358,1
102078,44306,Oui,Propriétaire,15,19,2,7995,1
102079,43185,Non,Autre,0,8,1,20,0
102080,45194,Non,Propriétaire,15,10,2,1678,1
102081,43876,Oui,Location,13,0,2,98,1
102082,53550,Non,Locataire gratuit,11,23,1,544,1
102083,50816,Oui,Propriétaire,0,17,2,2031,1
102084,59944,Oui,Propriétaire,20,11,2,3894,0
102085,54451,Oui,Location,14,30,1,3312,1
102086,43794,Oui,Location,9,6,2,1430,0
102087,45452,Oui,Location,12,24,1,5490,1
102088,44787,Oui,Location,9,4,2,982,0
102089,53983,Oui,Location,1,9,2,2117,0
102090,44261,Non,Propriétaire,9,22,1,823,1
102091,43151,Non,Location,6,9,1,681,1
102092,50552,Oui,Propriétaire,5,23,1,466,0
102093,51385,Oui,Location,14,10,1,777,0
102094,47111,Oui,Location,1,14,2,1001,1
102095,48607,Oui,Location,19,23,2,985,1
102096,43593,Oui,Propriétaire,13,0,1,2315,0
102097,45706,Oui,Location,17,16,2,373,1
102098,44756,Oui,Propriétaire,19,6,1,2117,1
102099,44202,Oui,Propriétaire,8,0,2,748,0
102100,45715,Oui,Propriétaire,8,14,2,772,1
102101,43800,Oui,Propriétaire,0,4,2,725,0
102102,45049,Oui,Propriétaire,6,16,2,1345,1
102103,44974,Oui,Propriétaire,14,18,2,2772,0
102104,44956,Non,Location,21,21,2,806,1
102105,56087,Non,Propriétaire,27,18,1,4818,1
102106,48336,Non,Location,16,2,2,1227,0
102107,55642,Oui,Propriétaire,4,22,2,240,0
102108,52725,Oui,Propriétaire,26,9,2,12,0
102109,43795,Oui,Location,17,5,2,1171,0
102110,43650,Oui,Propriétaire,8,12,1,267,0
102111,43972,Oui,Location,0,13,1,340,1
102112,43330,Oui,Propriétaire,9,6,1,25,1
102113,59193,Oui,Propriétaire,26,0,2,2295,1
102114,44483,Non,Location,16,15,2,116,0
102115,43185,Oui,Propriétaire,1,9,2,1646,0
102116,50295,Non,Propriétaire,3,12,1,298,0
102117,46955,Non,Location,16,1,2,201,1
102118,51383,Non,Propriétaire,19,12,2,1119,1
102119,52540,Oui,Location,0,15,2,397,0
102120,55897,Non,Propriétaire,13,2,2,315,0
102121,44781,Oui,Propriétaire,15,4,1,331,0
102122,45217,Oui,Location,19,8,1,732,0
102123,44895,Oui,Location,8,0,2,888,1
102124,45209,Oui,Location,4,9,2,658,0
102125,45813,Non,Location,10,13,1,59,0
102126,43202,Oui,Propriétaire,17,7,1,1412,1
102127,45687,Oui,Propriétaire,22,16,2,1064,1
102128,49745,Non,Propriétaire,24,6,1,518,1
102129,53552,Oui,Location,19,22,2,1255,1
102130,52118,Oui,Location,17,22,2,2771,1
102131,55554,Oui,Propriétaire,27,0,1,708,0
102132,54792,Oui,Location,22,17,1,1223,0
102133,52973,Non,Location,13,3,1,2535,0
102134,52961,Oui,Location,17,4,1,1853,1
102135,43908,Non,Propriétaire,18,15,1,4242,0
102136,57718,Oui,Propriétaire,25,16,2,1555,1
102137,44052,Oui,Propriétaire,13,5,2,375,0
102138,44613,Non,Locataire gratuit,17,11,2,2134,0
102139,44193,Oui,Propriétaire,18,3,1,260,0
102140,45115,Oui,Propriétaire,11,13,2,5189,1
102141,43645,Oui,Propriétaire,5,13,2,502,0
102142,43474,Oui,Propriétaire,17,1,1,270,1
102143,43322,Oui,Propriétaire,15,6,2,218,1
102144,49678,Oui,Propriétaire,11,8,2,564,0
102145,56849,Oui,Propriétaire,4,4,1,117,1
102146,50808,Non,Location,19,18,2,457,0
102147,58505,Oui,Propriétaire,11,9,2,668,0
102148,51945,Non,Locataire gratuit,19,0,1,25,1
102149,49075,Non,Propriétaire,7,16,2,133,0
102150,56087,Oui,Location,14,16,2,1386,1
102151,53115,Oui,Propriétaire,12,1,2,674,0
102152,49008,Oui,Location,10,16,2,216,0
102153,54013,Oui,Location,9,4,1,996,0
102154,53195,Non,Propriétaire,8,31,2,7757,1
102155,52896,Oui,Propriétaire,19,6,2,1655,1
102156,54603,Non,Propriétaire,8,30,2,1562,1
102157,48511,Non,Propriétaire,21,25,1,793,0
102158,59036,Oui,Propriétaire,7,6,1,495,1
102159,53559,Oui,Propriétaire,7,19,2,2646,0
102160,44997,Non,Locataire gratuit,6,18,1,1238,1
102161,44442,Oui,Location,12,16,1,578,0
102162,44187,Oui,Propriétaire,19,3,1,693,0
102163,44617,Non,Location,4,10,2,154,1
102164,44684,Oui,Propriétaire,6,9,1,194,1
102165,44831,Oui,Location,15,2,1,1597,1
102166,43482,Oui,Propriétaire,4,1,1,361,1
102167,43989,Oui,Propriétaire,8,10,1,30,1
102168,43957,Non,Propriétaire,18,13,2,286,1
102169,47833,Oui,Propriétaire,9,6,1,854,0
102170,56891,Non,Propriétaire,26,1,1,1543,1
102171,58026,Oui,Location,17,13,1,6156,0
102172,53791,Oui,Location,1,15,1,1844,1
102173,59463,Non,Propriétaire,2,9,2,1298,1
102174,44159,Oui,Location,6,4,1,1110,0
102175,59508,Oui,Propriétaire,2,19,1,3671,1
102176,51219,Oui,Location,14,15,2,1292,1
102177,56486,Oui,Propriétaire,5,11,1,696,1
102178,47623,Non,Propriétaire,23,7,1,784,1
102179,49007,Non,Propriétaire,14,18,1,13360,0
102180,43895,Oui,Propriétaire,7,18,1,446,1
102181,55497,Oui,Location,7,3,1,637,1
102182,45066,Oui,Location,16,15,1,860,1
102183,44202,Non,Propriétaire,1,23,2,2611,0
102184,45518,Oui,Propriétaire,17,22,1,8231,1
102185,43890,Oui,Propriétaire,19,18,2,505,1
102186,44772,Oui,Propriétaire,9,6,1,469,0
102187,44271,Oui,Location,17,20,1,284,1
102188,43874,Non,Location,18,0,2,1320,1
102189,43888,Oui,Location,16,21,1,3820,1
102190,44194,Oui,Location,16,2,2,1007,1
102191,53201,Non,Propriétaire,18,29,1,17134,0
102192,45238,Oui,Location,9,6,2,326,1
102193,54673,Oui,Propriétaire,15,22,2,3086,1
102194,46949,Oui,Propriétaire,0,2,2,1634,1
102195,57689,Non,Location,25,19,1,331,1
102196,45869,Oui,Location,21,8,2,71,1
102197,43799,Oui,Propriétaire,11,4,1,145,0
102198,47026,Non,Propriétaire,23,18,2,1368,0
102199,46645,Non,Propriétaire,19,4,1,884,0
102200,44048,Non,Propriétaire,0,6,1,222,0
102201,45970,Non,Propriétaire,11,7,1,579,0
102202,45949,Non,Location,17,7,1,3865,0
102203,45659,Oui,Propriétaire,12,17,1,9466,1
102204,43750,Non,Propriétaire,13,6,1,988,1
102205,44318,Oui,Propriétaire,8,19,1,2096,0
102206,43761,Non,Propriétaire,10,6,1,1418,0
102207,45673,Oui,Propriétaire,22,16,1,359,0
102208,54938,Non,Propriétaire,5,15,2,268,0
102209,49409,Oui,Propriétaire,11,12,2,107,1
102210,54021,Oui,Location,2,4,1,101,1
102211,48084,Oui,Location,10,3,2,555,1
102212,50799,Oui,Location,22,19,2,1919,0
102213,46785,Oui,Location,14,4,1,1227,1
102214,53365,Oui,Location,21,26,1,3819,0
102215,50515,Non,Location,3,5,1,1642,1
102216,55421,Non,Location,11,3,2,1169,0
102217,47734,Oui,Logement social,23,6,2,2631,1
102218,44449,Oui,Location,9,16,1,4168,0
102219,55777,Oui,Location,1,11,2,453,0
102220,47422,Oui,Location,11,12,2,2010,1
102221,50302,Oui,Location,20,9,2,455,0
102222,44095,Oui,Location,13,4,1,368,0
102223,45153,Non,Location,2,13,2,804,1
102224,43820,Non,Propriétaire,3,3,2,230,0
102225,43633,Oui,Locataire gratuit,14,16,1,6100,0
102226,43976,Non,Locataire gratuit,18,12,2,745,0
102227,43835,Oui,Propriétaire,3,1,2,1501,1
102228,45621,Oui,Location,1,19,1,1878,0
102229,45849,Non,Location,13,9,2,364,1
102230,43408,Oui,Propriétaire,10,4,2,1106,0
102231,44394,Non,Propriétaire,20,17,1,2041,0
102232,43982,Oui,Propriétaire,13,11,2,1055,0
102233,44936,Oui,Propriétaire,1,22,1,4502,0
102234,57004,Oui,Location,14,31,1,3561,0
102235,52545,Oui,Propriétaire,25,14,1,1125,0
102236,48061,Oui,Location,3,5,2,296,0
102237,50075,Oui,Location,4,18,2,3768,0
102238,43303,Oui,Propriétaire,2,7,2,866,1
102239,45159,Non,Propriétaire,6,12,1,2310,0
102240,48931,Oui,Propriétaire,11,19,2,652,0
102241,44363,Oui,Propriétaire,5,19,1,1609,1
102242,44413,Oui,Location,13,16,2,885,0
102243,49988,Oui,Location,14,21,2,2660,0
102244,45450,Oui,Propriétaire,15,24,1,4217,0
102245,45081,Non,Propriétaire,14,15,2,713,1
102246,47470,Non,Location,9,12,1,2111,0
102247,44272,Oui,Propriétaire,12,20,1,645,1
102248,44460,Oui,Propriétaire,4,16,1,3467,1
102249,43707,Oui,Propriétaire,8,9,1,1131,0
102250,45419,Oui,Propriétaire,1,2,2,231,0
102251,45721,Oui,Propriétaire,3,14,1,294,1
102252,45103,Non,Propriétaire,21,14,1,2327,1
102253,55112,Oui,Autre,10,14,2,4113,1
102254,46823,Oui,Propriétaire,22,2,1,94,1
102255,56590,Oui,Propriétaire,27,8,2,332,0
102256,57683,Oui,Propriétaire,14,24,1,3275,1
102257,55752,Oui,Propriétaire,5,11,2,2048,1
102258,46168,Oui,Location,0,6,1,3762,1
102259,55565,Non,Location,23,0,2,2219,0
102260,50076,Oui,Propriétaire,0,17,1,460,1
102261,45750,Oui,Propriétaire,13,13,1,1930,1
102262,45904,Oui,Propriétaire,22,7,1,60,0
102263,44477,Non,Propriétaire,19,15,1,351,0
102264,45841,Non,Propriétaire,11,12,2,4159,0
102265,44010,Oui,Propriétaire,4,7,2,542,1
102266,44378,Oui,Location,9,18,2,306,0
102267,45246,Non,Location,6,5,1,737,1
102268,45266,Non,Location,3,5,1,6805,0
102269,43362,Oui,Location,15,4,2,434,1
102270,59393,Non,Location,34,18,2,2746,0
102271,56523,Oui,Location,20,10,1,2066,0
102272,55390,Non,Propriétaire,23,3,1,812,0
102273,50445,Oui,Location,10,8,1,237,1
102274,49529,Oui,Location,9,10,1,342,0
102275,47161,Oui,Propriétaire,0,13,2,1096,1
102276,47019,Non,Propriétaire,11,21,1,1138,1
102277,53731,Non,Propriétaire,26,16,2,13160,1
102278,43514,Oui,Location,17,0,2,274,0
102279,52495,Non,Location,18,16,2,2527,1
102280,45537,Oui,Location,22,21,2,2698,1
102281,55215,Oui,Propriétaire,1,6,2,1930,0
102282,44892,Oui,Propriétaire,12,2,2,3337,0
102283,52173,Oui,Location,4,22,2,689,0
102284,49407,Non,Location,23,13,2,1793,0
102285,49415,Oui,Location,17,11,1,150,0
102286,43622,Oui,Location,8,18,1,3828,1
102287,44298,Non,Location,16,19,2,763,0
102288,45463,Oui,Propriétaire,2,23,2,478,1
102289,44705,Oui,Propriétaire,0,8,1,230,0
102290,50621,Non,Propriétaire,24,22,2,1047,0
102291,49600,Oui,Propriétaire,5,9,2,3366,1
102292,48599,Oui,Location,16,25,1,1363,1
102293,43677,Oui,Propriétaire,16,9,1,740,0
102294,45993,Non,Propriétaire,6,7,2,311,0
102295,52887,Oui,Location,10,9,2,1339,0
102296,44671,Oui,Location,16,9,2,3971,1
102297,50199,Oui,Propriétaire,5,12,1,1230,0
102298,54671,Oui,Location,25,28,2,3612,0
102299,53180,Oui,Propriétaire,9,31,2,11860,0
102300,43120,Oui,Locataire gratuit,4,10,1,801,1
102301,44039,Oui,Propriétaire,17,6,2,109,1
102302,43293,Non,Location,16,7,1,2207,1
102303,44534,Non,Propriétaire,9,13,2,805,0
102304,43739,Non,Propriétaire,3,7,1,2247,1
102305,43648,Non,Propriétaire,14,12,1,2496,1
102306,45283,Non,Locataire gratuit,15,3,1,1460,1
102307,59276,Oui,Propriétaire,20,21,2,8000,1
102308,49850,Oui,Propriétaire,5,1,2,1265,1
102309,47568,Oui,Location,5,11,2,2391,1
102310,50833,Oui,Locataire gratuit,21,16,1,760,1
102311,50631,Oui,Propriétaire,26,21,2,2132,0
102312,57520,Oui,Propriétaire,25,19,1,890,0
102313,59179,Oui,Propriétaire,29,5,1,5780,1
102314,59692,Non,Propriétaire,11,3,1,469,0
102315,56470,Oui,Location,31,15,2,390,0
102316,51859,Oui,Location,19,2,2,369,1
102317,54777,Oui,Locataire gratuit,26,17,2,2814,1
102318,44597,Oui,Propriétaire,10,12,2,468,0
102319,44728,Oui,Location,2,7,2,847,0
102320,45584,Non,Location,2,19,1,1256,0
102321,44582,Non,Propriétaire,1,13,1,1581,1
102322,44270,Oui,Propriétaire,3,22,2,962,1
102323,45549,Non,Propriétaire,2,21,1,5791,0
102324,45712,Oui,Propriétaire,14,15,2,2216,0
102325,45654,Oui,Location,6,18,2,5471,0
102326,44898,Non,Propriétaire,4,22,1,527,0
102327,48414,Non,Location,9,0,2,232,0
102328,53307,Oui,Propriétaire,8,27,2,1984,1
102329,58878,Non,Location,18,9,1,1680,0
102330,43977,Oui,Locataire gratuit,14,12,1,4763,1
102331,51561,Non,Locataire gratuit,17,5,2,3010,0
102332,58785,Non,Location,31,16,2,1111,0
102333,55140,Non,Propriétaire,20,13,2,5095,0
102334,46501,Oui,Location,5,5,2,327,1
102335,70000,Oui,Location,12,25,1,12164,0
102336,45368,Non,Propriétaire,4,2,2,711,1
102337,43651,Oui,Location,4,11,2,527,1
102338,71000,Oui,Location,24,10,1,563,1
102339,72000,Non,Location,21,0,1,83,1
102340,73000,Oui,Location,1,6,1,104,0
102341,74000,Oui,Location,9,4,2,1038,1
102342,45217,Non,Propriétaire,17,8,2,445,1
102343,45240,Non,Location,12,5,2,1320,1
102344,75000,Oui,Location,12,9,1,1192,1
102345,76000,Oui,Location,18,10,1,2518,0
102346,45390,Oui,Propriétaire,3,2,2,154,0
102347,77000,Non,Location,12,5,2,608,1
102348,57598,Oui,Locataire gratuit,25,16,1,2171,1
102349,78000,Non,Location,5,2,1,382,0
102350,57623,Oui,Propriétaire,1,10,1,4133,1
102351,79000,Non,Location,0,10,1,679,1
102352,80000,Oui,Location,23,22,1,3450,0
102353,49789,Oui,Propriétaire,2,4,2,44,0
102354,81000,Oui,Location,12,7,2,1358,1
102355,82000,Non,Location,2,3,1,461,1
