ID,Montant_du_pret,Prix_de_Vente,Localisation
109669,84650,349000,100
109670,59150,170000,120
109671,44300,159900,100
109672,83900,165000,100
109673,86150,235000,100
109674,69150,254500,130
109675,93650,420000,111
109676,119500,125000,130
109677,79150,190000,100
109678,62850,155000,130
109679,93050,235000,100
109680,42150,500000,130
109681,66050,284500,120
109682,169350,164000,101
109683,46000,875000,100
109684,53150,125000,100
109685,69400,325000,100
109686,71950,275000,100
109687,57250,117000,100
109688,77750,125000,101
109689,53700,150000,100
109690,74800,290000,110
109691,49000,149900,101
109692,91000,273500,120
109693,104550,309534,110
109694,109100,145000,130
109695,111050,156000,100
109696,136450,600000,100
109697,89750,260000,110
109698,77600,150000,100
109699,95500,260000,120
109700,89150,193000,101
109701,101050,537500,100
109702,80700,176000,100
109703,76000,300000,100
109704,93100,185000,100
109705,9250,275000,100
109706,39650,1290000,110
109707,87900,161000,100
109708,83750,499250,100
109709,58050,410000,101
109710,78100,350000,110
109711,129200,200000,130
109712,55450,570000,100
109713,159050,153000,100
109714,118550,173900,100
109715,47650,222000,100
109716,77350,210000,100
109717,105950,135000,130
109718,70050,165000,111
109719,42400,110000,100
109720,86300,290000,100
109721,243750,200000,100
109722,90850,400000,110
109723,89800,229500,100
109724,66050,255000,100
109725,129150,162000,101
109726,164850,260000,130
109727,69600,348500,100
109728,79500,1060000,101
109729,61850,200000,130
109730,102950,258000,100
109731,72400,220000,100
109732,85500,565000,120
109733,162750,197307,100
109734,55150,160000,120
109735,118750,180000,100
109736,97200,300000,110
109737,99150,315000,100
109738,92400,325000,100
109739,88100,220000,100
109740,69550,145000,130
109741,60450,475000,110
109742,101550,299000,101
109743,92800,132000,100
109744,130100,149000,100
109745,170500,340000,100
109746,70600,443000,100
109747,92400,150876,100
109748,112450,192500,100
109749,66700,185000,100
109750,82250,235000,130
109751,97450,190000,130
109752,122300,355000,100
109753,105000,265000,100
109754,60200,185000,111
109755,65100,300000,100
109756,102500,230000,100
109757,127250,106300,130
109758,107150,245000,130
109759,143550,150000,100
109760,84500,258000,100
109761,62150,285000,100
109762,123150,330000,100
109763,104900,535000,100
109764,87300,285000,100
109765,89000,146000,130
109766,120950,395000,110
109767,73300,650000,110
109768,51450,350000,100
109769,122200,144000,100
109770,92600,195000,100
109771,122100,195000,100
109772,106050,182500,130
109773,101000,287500,100
109774,94050,500000,110
109775,110150,360000,110
109776,67200,121000,100
109777,80600,147000,100
109778,96800,190500,100
109779,60950,150000,110
109780,102200,75000,100
109781,120650,190000,100
109782,77950,190000,100
109783,73250,250000,110
109784,46650,165000,100
109785,96450,210000,100
109786,80400,270000,100
109787,84300,140000,110
109788,92550,104000,130
109789,100950,170000,100
109790,92900,192000,100
109791,93650,125000,100
109792,92000,131500,100
109793,79250,245000,100
109794,55750,185000,100
109795,145100,265000,100
109796,65750,281915,100
109797,66050,265000,100
109798,101850,281915,100
109799,66850,565000,100
109800,125200,385000,120
109801,118850,440000,110
109802,93850,675000,130
109803,113550,209000,101
109804,48500,110000,110
109805,82900,220000,130
109806,133500,350000,100
109807,101800,235000,100
109808,74450,582000,120
109809,53000,175000,130
109810,213600,550000,100
109811,43200,650000,391
109812,68450,400000,100
109813,93400,157500,131
109814,71800,231000,130
109815,93100,250000,120
109816,79950,345000,110
109817,48550,365000,110
109818,86450,345000,110
109819,179850,365000,110
109820,34250,250000,130
109821,103750,195000,100
109822,88850,1000000,110
109823,98200,905000,110
109824,111950,175000,110
109825,97200,140000,100
109826,89500,180000,100
109827,64850,180000,101
109828,56250,180000,100
109829,84100,170000,120
109830,133500,215000,100
109831,57200,275000,111
109832,99400,350000,120
109833,90650,330000,100
109834,93850,447000,100
109835,109150,190000,100
109836,86700,199000,100
109837,85600,185000,130
109838,120500,270000,130
109839,100700,199000,100
109840,86100,250000,120
109841,163350,335000,100
109842,62200,215000,100
109843,65900,235000,120
109844,84500,260000,100
109845,87750,200000,130
109846,102750,285000,100
109847,60950,219000,100
109848,130750,167000,100
109849,82650,285000,100
109850,45350,455000,100
109851,129650,285000,100
109852,115850,270000,100
109853,31100,299500,100
109854,119500,430000,121
109855,118850,220000,111
109856,101000,190000,100
109857,70550,240000,110
109858,52900,360000,110
109859,108950,260000,100
109860,86300,135000,100
109861,115800,237500,110
109862,41500,474000,110
109863,104100,238000,101
109864,78450,200000,111
109865,133250,155500,100
109866,89100,215000,100
109867,69150,282000,130
109868,102700,288500,100
109869,92400,250000,110
109870,94750,130000,100
109871,61650,260000,100
109872,111450,330000,120
109873,166300,359850,100
109874,74150,275000,130
109875,85400,545000,100
109876,90700,325000,100
109877,147950,545000,100
109878,103400,325000,100
109879,60900,265000,100
109880,44550,250000,100
109881,40700,498500,100
109882,114700,145000,100
109883,90100,280000,110
109884,114550,315000,120
109885,58400,368000,101
109886,73200,475000,110
109887,125000,325000,100
109888,117100,242500,110
109889,117200,200000,120
109890,51400,207000,100
109891,110900,105000,101
109892,109950,105000,101
109893,104200,105000,101
109894,53650,105000,101
109895,93400,200000,100
109896,73650,275000,130
109897,76650,305000,130
109898,69200,179000,130
109899,132200,275000,130
109900,94200,305000,130
109901,92850,370000,110
109902,40650,290000,130
109903,129150,273000,120
109904,53300,252500,100
109905,87500,290000,100
109906,72600,250000,120
109907,80750,300000,130
109908,79450,378000,100
109909,98800,750000,110
109910,94400,150000,100
109911,94900,260000,100
109912,109150,390000,100
109913,90200,143000,101
109914,75900,215000,100
109915,100400,328000,100
109916,81750,295000,100
109917,101500,295000,100
109918,98450,540000,110
109919,71500,140000,101
109920,83400,285000,100
109921,117750,275000,100
109922,95850,319000,100
109923,108250,211000,130
109924,76100,410000,100
109925,80100,323600,100
109926,97950,175000,130
109927,72900,320000,110
109928,105900,275000,100
109929,5400,350000,100
109930,68800,380000,110
109931,28250,425000,100
109932,61500,625000,100
109933,117500,455000,100
109934,74300,260000,101
109935,105100,425000,110
109936,93400,2095000,101
109937,44150,170000,100
109938,128200,180000,130
109939,104550,170000,100
109940,129850,137000,100
109941,95150,264000,130
109942,44150,98000,100
109943,112850,153000,100
109944,78000,355000,100
109945,75350,245000,130
109946,79550,222500,101
109947,82500,215000,120
109948,58600,240000,120
109949,89150,310000,100
109950,73850,103000,101
109951,86150,235000,100
109952,79150,190000,100
109953,62850,155000,130
109954,93050,235000,100
109955,66050,284500,120
109956,169350,164000,101
109957,53700,150000,100
109958,74800,290000,110
109959,109100,145000,130
109960,111050,156000,100
109961,89750,260000,110
109962,77600,150000,100
109963,95500,260000,120
109964,89150,193000,101
109965,80700,176000,100
109966,9250,275000,100
109967,83750,499250,100
109968,58050,410000,101
109969,55450,570000,100
109970,159050,153000,100
109971,118550,173900,100
109972,70050,165000,111
109973,42400,110000,100
109974,243750,200000,100
109975,66050,255000,100
109976,129150,162000,101
109977,69600,348500,100
109978,162750,197307,100
109979,118750,180000,100
109980,99150,315000,100
109981,92400,325000,100
109982,69550,145000,130
109983,60450,475000,110
109984,92800,132000,100
109985,130100,149000,100
109986,170500,340000,100
109987,112450,192500,100
109988,65100,300000,100
109989,102500,230000,100
109990,107150,245000,130
109991,143550,150000,100
109992,62150,285000,100
109993,87300,285000,100
109994,89000,146000,130
109995,92600,195000,100
109996,106050,182500,130
109997,67200,121000,100
109998,120650,190000,100
109999,77950,190000,100
110000,84300,140000,110
110001,92900,192000,100
110002,93650,125000,100
110003,79250,245000,100
110004,118850,440000,110
110005,113550,209000,101
110006,82900,220000,130
110007,213600,550000,100
110008,71800,231000,130
110009,93100,250000,120
110010,34250,250000,130
110011,103750,195000,100
110012,88850,1000000,110
110013,111950,175000,110
110014,109150,190000,100
110015,85600,185000,130
110016,120500,270000,130
110017,65900,235000,120
110018,45350,455000,100
110019,31100,299500,100
110020,70550,240000,110
110021,108950,260000,100
110022,86300,135000,100
110023,78450,200000,111
110024,89100,215000,100
110025,94750,130000,100
110026,111450,330000,120
110027,74150,275000,130
110028,85400,545000,100
110029,90700,325000,100
110030,103400,325000,100
110031,60900,265000,100
110032,114700,145000,100
110033,114550,315000,120
110034,73200,475000,110
110035,117100,242500,110
110036,53650,105000,101
110037,93400,200000,100
110038,73650,275000,130
110039,132200,275000,130
110040,94200,305000,130
110041,129150,273000,120
110042,53300,252500,100
110043,72600,250000,120
110044,80750,300000,130
110045,98800,750000,110
110046,94400,150000,100
110047,90200,143000,101
110048,100400,328000,100
110049,81750,295000,100
110050,95850,319000,100
110051,80100,323600,100
110052,72900,320000,110
110053,68800,380000,110
110054,74300,260000,101
110055,105100,425000,110
110056,44150,170000,100
110057,128200,180000,130
110058,72750,145000,100
110059,107600,145000,110
110060,104550,170000,100
110061,129850,137000,100
110062,73400,259000,100
110063,90850,280000,110
110064,95150,264000,130
110065,81500,170000,100
110066,89100,95000,101
110067,37050,575000,120
110068,59250,349900,130
110069,44150,98000,100
110070,112850,153000,100
110071,78000,355000,100
110072,74100,525000,100
110073,96300,355000,100
110074,73500,525000,100
110075,75350,245000,130
110076,81250,235000,100
110077,61400,950000,110
110078,33800,210000,120
110079,79550,222500,101
110080,82500,215000,120
110081,96900,240000,120
110082,101650,150000,100
110083,58600,240000,120
110084,89150,310000,100
110085,114200,185000,101
110086,73850,103000,101
110087,89250,650000,101
110088,84650,349000,100
110089,59150,170000,120
110090,44300,159900,100
110091,83900,165000,100
110092,86150,235000,100
110093,69150,254500,130
110094,93650,420000,111
110095,119500,125000,130
110096,79150,190000,100
110097,62850,155000,130
110098,93050,235000,100
110099,42150,500000,130
110100,66050,284500,120
110101,169350,164000,101
110102,46000,875000,100
110103,53150,125000,100
110104,69400,325000,100
110105,71950,275000,100
110106,57250,117000,100
110107,77750,125000,101
110108,53700,150000,100
110109,74800,290000,110
110110,49000,149900,101
110111,91000,273500,120
110112,104550,309534,110
110113,109100,145000,130
110114,111050,156000,100
110115,136450,600000,100
110116,89750,260000,110
110117,77600,150000,100
110118,95500,260000,120
110119,89150,193000,101
110120,101050,537500,100
110121,80700,176000,100
110122,76000,300000,100
110123,93100,185000,100
110124,9250,275000,100
110125,39650,1290000,110
110126,87900,161000,100
110127,83750,499250,100
110128,58050,410000,101
110129,78100,350000,110
110130,129200,200000,130
110131,55450,570000,100
110132,159050,153000,100
110133,118550,173900,100
110134,47650,222000,100
110135,77350,210000,100
110136,105950,135000,130
110137,70050,165000,111
110138,42400,110000,100
110139,86300,290000,100
110140,243750,200000,100
110141,90850,400000,110
110142,89800,229500,100
110143,66050,255000,100
110144,129150,162000,101
110145,164850,260000,130
110146,69600,348500,100
110147,79500,1060000,101
110148,61850,200000,130
110149,102950,258000,100
110150,72400,220000,100
110151,85500,565000,120
110152,162750,197307,100
110153,55150,160000,120
110154,118750,180000,100
110155,97200,300000,110
110156,99150,315000,100
110157,92400,325000,100
110158,88100,220000,100
110159,69550,145000,130
110160,60450,475000,110
110161,101550,299000,101
110162,92800,132000,100
110163,130100,149000,100
110164,170500,340000,100
110165,70600,443000,100
110166,92400,150876,100
110167,112450,192500,100
110168,66700,185000,100
110169,82250,235000,130
110170,97450,190000,130
110171,122300,355000,100
110172,105000,265000,100
110173,60200,185000,111
110174,65100,300000,100
110175,102500,230000,100
110176,127250,106300,130
110177,107150,245000,130
110178,143550,150000,100
